"hki_id","tel1","name","pref_cd","jyusyo_banti","zip_code","n_stations","jyusyo","jyusyo_all","city_cd","city_name","latitude","longitude","sginfo"
"131225114161171060","03-5793-4977","ナチュラルローソン広尾５丁目店","13","１－２５","150-0012","広尾駅,恵比寿駅","東京都渋谷区広尾５丁目","東京都渋谷区広尾５丁目１－２５","13113","渋谷区","35.6494434657","139.720126875","コンビニエンスストア"
"133360912149360970","03-3407-1677","セブン‐イレブン／渋谷東１丁目店","13","２５－２","150-0011","渋谷駅,恵比寿駅","東京都渋谷区東１丁目","東京都渋谷区東１丁目２５－２","13113","渋谷区","35.6546597043","139.7084776023","コンビニエンスストア"
"137594904152061730","03-5456-9305","ファミリーマート／道玄坂上店","13","２８－１","150-0044","神泉駅,渋谷駅","東京都渋谷区円山町","東京都渋谷区円山町２８－１","13113","渋谷区","35.6560533154","139.6947476784","コンビニエンスストア"
"520000179988020001","03-5369-6414","ファミリーマート／千駄ヶ谷五丁目店","13","１４－１０","151-0051","代々木駅,南新宿駅","東京都渋谷区千駄ヶ谷５丁目","東京都渋谷区千駄ヶ谷５丁目１４－１０","13113","渋谷区","35.6844784393","139.7041515885","コンビニエンスストア"
"134212130135340140","03-3463-8502","セブン‐イレブン／渋谷桜丘店","13","１８－６","150-0031","渋谷駅,神泉駅","東京都渋谷区桜丘町","東京都渋谷区桜丘町１８－６","13113","渋谷区","35.6559094364","139.7007941828","コンビニエンスストア"
"520000546254650001","03-3409-8073","セブン‐イレブン／渋谷神宮前５丁目店","13","４６－３－１Ｆ","150-0001","表参道駅,明治神宮前〈原宿〉駅","東京都渋谷区神宮前５丁目","東京都渋谷区神宮前５丁目４６－３－１Ｆ","13113","渋谷区","35.6641496933","139.7087151456","コンビニエンスストア"
"137625555101160790","03-5459-3210","ローソン／渋谷区井の頭通店","13","３９－２","150-0042","渋谷駅,神泉駅","東京都渋谷区宇田川町","東京都渋谷区宇田川町３９－２","13113","渋谷区","35.6622606871","139.6967912228","コンビニエンスストア"
"139562954165371560","03-3375-1281","ミニストップ渋谷本町６丁目店","13","３５－４","151-0071","幡ヶ谷駅,初台駅","東京都渋谷区本町６丁目","東京都渋谷区本町６丁目３５－４","13113","渋谷区","35.6800644362","139.6769450512","コンビニエンスストア"
"130651124168650050","03-3485-0971","セブン‐イレブン／渋谷上原２丁目店","13","２８－３","151-0064","駒場東大前駅,代々木上原駅","東京都渋谷区上原２丁目","東京都渋谷区上原２丁目２８－３","13113","渋谷区","35.6632633318","139.682590356","コンビニエンスストア"
"520000023045180001","03-6419-9907","ファミリーマート／渋谷三丁目店","13","１７－２－１Ｆ","150-0002","渋谷駅,代官山駅","東京都渋谷区渋谷３丁目","東京都渋谷区渋谷３丁目１７－２－１Ｆ","13113","渋谷区","35.6567704053","139.7042858532","コンビニエンスストア"
"130153804168350670","03-6419-4533","ファミリーマート／宮益坂上店","13","７－５","150-0002","渋谷駅,表参道駅","東京都渋谷区渋谷１丁目","東京都渋谷区渋谷１丁目７－５","13113","渋谷区","35.6607450149","139.7062775048","コンビニエンスストア"
"138900209144880740","03-3378-5230","セブン‐イレブン／渋谷笹塚駅北店","13","５６－１０","151-0073","笹塚駅,幡ヶ谷駅","東京都渋谷区笹塚１丁目","東京都渋谷区笹塚１丁目５６－１０","13113","渋谷区","35.6743008972","139.6680460557","コンビニエンスストア"
"139523844194461900","03-3797-9778","セブン‐イレブン／渋谷３丁目六本木通り店","13","６－１","150-0002","渋谷駅,神泉駅","東京都渋谷区渋谷３丁目","東京都渋谷区渋谷３丁目６－１","13113","渋谷区","35.6578952952","139.7048717528","コンビニエンスストア"
"520000021801550001","03-5304-5156","ファミリーマート／渋谷本町三丁目店","13","４１－１１","151-0071","西新宿五丁目駅,中野新橋駅","東京都渋谷区本町３丁目","東京都渋谷区本町３丁目４１－１１","13113","渋谷区","35.6882966229","139.6807973522","コンビニエンスストア"
"131172221128540450","03-5304-7263","ナチュラルローソン代々木駅西店","13","３９－１１","151-0053","代々木駅,南新宿駅","東京都渋谷区代々木１丁目","東京都渋谷区代々木１丁目３９－１１","13113","渋谷区","35.6825335772","139.7001380114","コンビニエンスストア"
"133205905182750700","03-3791-2355","セブン‐イレブン／恵比寿アメリカ橋店","13","２５－１","150-0022","恵比寿駅,代官山駅","東京都渋谷区恵比寿南１丁目","東京都渋谷区恵比寿南１丁目２５－１","13113","渋谷区","35.642833029","139.7118998627","コンビニエンスストア"
"137255714199561330","03-3378-7011","セブン‐イレブン／渋谷本町３丁目店","13","１－１","151-0071","西新宿五丁目駅,初台駅","東京都渋谷区本町３丁目","東京都渋谷区本町３丁目１－１","13113","渋谷区","35.6865828808","139.6850660766","コンビニエンスストア"
"520000538583970001","03-5458-5152","ローソン／恵比寿西一丁目店","13","１２－１２－１Ｆ","150-0021","恵比寿駅,代官山駅","東京都渋谷区恵比寿西１丁目","東京都渋谷区恵比寿西１丁目１２－１２－１Ｆ","13113","渋谷区","35.6474124596","139.7073410304","コンビニエンスストア"
"139090721152941980","03-3468-7876","セブン‐イレブン／渋谷富ヶ谷２丁目店","13","９－１８","151-0063","代々木公園駅,代々木八幡駅","東京都渋谷区富ヶ谷２丁目","東京都渋谷区富ヶ谷２丁目９－１８","13113","渋谷区","35.6649772257","139.6870119099","コンビニエンスストア"
"139203100183870360","03-3404-1783","ローソン／神宮前１丁目店","13","４－１６","150-0001","明治神宮前〈原宿〉駅,原宿駅","東京都渋谷区神宮前１丁目","東京都渋谷区神宮前１丁目４－１６","13113","渋谷区","35.6721518192","139.7076738636","コンビニエンスストア"
"520000191290680001","03-6300-5377","ローソン／渋谷笹塚ニ丁目店","13","４－３－１Ｆ","151-0073","笹塚駅,幡ヶ谷駅","東京都渋谷区笹塚２丁目","東京都渋谷区笹塚２丁目４－３－１Ｆ","13113","渋谷区","35.6754698052","139.6699378447","コンビニエンスストア"
"130073002147171490","03-5428-3811","ローソン／恵比寿西二丁目店","13","３－１６","150-0021","恵比寿駅,代官山駅","東京都渋谷区恵比寿西２丁目","東京都渋谷区恵比寿西２丁目３－１６","13113","渋谷区","35.6505961228","139.7075578658","コンビニエンスストア"
